FAMÍLIA;SUB-FAMÍLIA;CODIGO SINAPI;DESCRIÇÃO;FABRICANTE DE REFERÊNCIA;UN.;PREÇO MÉDIO R$;DATA DE ATUALIZAÇÃO;FONTE DO PREÇO MÉDIO
CA BT;ELETRODUTO;12059;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Sem Revestimento, Diametro Nominal 1/2""";-;m;11,42;dez/24;SINAPI 2024
CA BT;ELETRODUTO;12060;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Sem Revestimento, Diametro Nominal 2 1/2""";-;m;84,58;dez/24;SINAPI 2024
CA BT;ELETRODUTO;12061;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Sem Revestimento, Diametro Nominal 2""";-;m;51,64;dez/24;SINAPI 2024
CA BT;ELETRODUTO;12062;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Sem Revestimento, Diametro Nominal 3""";-;m;95,24;dez/24;SINAPI 2024
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado 1"" Leve - 3 Metros";INFRA ELETROCALHAS;un.;24,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado 1.1/2"" Médio - 3 Metros";INFRA ELETROCALHAS;un.;72,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado 1.1/4"" Médio - 3 Metros";INFRA ELETROCALHAS;un.;67,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado 1/2"" Leve - 3 Metros";INFRA ELETROCALHAS;un.;18,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado 2"" Médio - 3 Metros";INFRA ELETROCALHAS;un.;74,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado 2.1/2"" Médio - 3 Metros";INFRA ELETROCALHAS;un.;199,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado 3"" Médio - 3 Metros";INFRA ELETROCALHAS;un.;219,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado 3/4"" Leve - 3 Metros";INFRA ELETROCALHAS;un.;19;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado 4"" Médio - 3 Metros";INFRA ELETROCALHAS;un.;329,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado a Fogo 1"" Médio - 3 Metros";INFRA ELETROCALHAS;un.;79,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado a Fogo 1"" Pesado - 3 Metros";INFRA ELETROCALHAS;un.;123,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado a Fogo 1.1/2"" Médio - 3 Metros";INFRA ELETROCALHAS;un.;119;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado a Fogo 1.1/2"" Pesado - 3 Metros";INFRA ELETROCALHAS;un.;229,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado a Fogo 1.1/4"" Médio - 3 Metros";INFRA ELETROCALHAS;un.;108,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado a Fogo 1.1/4"" Pesado - 3 Metros";INFRA ELETROCALHAS;un.;199;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado a Fogo 2"" Médio - 3 Metros";INFRA ELETROCALHAS;un.;149;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado a Fogo 2"" Pesado - 3 Metros";INFRA ELETROCALHAS;un.;289,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado a Fogo 3/4"" Médio - 3 Metros";INFRA ELETROCALHAS;un.;69,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto Galvanizado a Fogo 3/4"" Pesado - 3 Metros";INFRA ELETROCALHAS;un.;90;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;2687;Eletroduto PVC Flexivel Corrugado, Cor Amarela, de 16 mm;-;m;1,94;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2689;Eletroduto PVC Flexivel Corrugado, Cor Amarela, de 20 mm;-;m;2,31;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2688;Eletroduto PVC Flexivel Corrugado, Cor Amarela, de 25 mm;-;m;2,5;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2690;Eletroduto PVC Flexivel Corrugado, Cor Amarela, de 32 mm;-;m;4,28;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39243;Eletroduto PVC Flexivel Corrugado, Reforcado, Cor Laranja, de 20 mm, Para Lajes e Pisos;-;m;2,82;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39244;Eletroduto PVC Flexivel Corrugado, Reforcado, Cor Laranja, de 25 mm, Para Lajes e Pisos;-;m;3,81;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39245;Eletroduto PVC Flexivel Corrugado, Reforcado, Cor Laranja, de 32 mm, Para Lajes e Pisos;-;m;7,33;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39255;"Eletroduto/Condulete de PVC Rigido, Liso, Cor Cinza, de 1"", Para Instalacoes Aparentes (NBR 5410)";-;m;20,3;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39254;"Eletroduto/Condulete de PVC Rigido, Liso, Cor Cinza, de 1/2"", Para Instalacoes Aparentes (NBR 5410)";-;m;10,97;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39253;"Eletroduto/Condulete de PVC Rigido, Liso, Cor Cinza, de 3/4"", Para Instalacoes Aparentes (NBR 5410)";-;m;13,98;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39246;"Eletroduto/Duto Pead Flexivel Parede Simples, Corrugacao Helicoidal, Cor Preta, Sem Rosca, de 1 1/2"", Crc 680 N, Para Cabeamento Subterraneo (NBR 15715)";-;m;3,83;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39247;"Eletroduto/Duto Pead Flexivel Parede Simples, Corrugacao Helicoidal, Cor Preta, Sem Rosca, de 1 1/4"", Crc 680 N, Para Cabeamento Subterraneo (NBR 15715)";PLASTIBRAS;m;3,34;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2446;"Eletroduto/Duto Pead Flexivel Parede Simples, Corrugacao Helicoidal, Cor Preta, Sem Rosca, de 2"", Crc 680 N, Para Cabeamento Subterraneo (NBR 15715)";PLASTIBRAS;m;5,5;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2442;"Eletroduto/Duto Pead Flexivel Parede Simples, Corrugacao Helicoidal, Cor Preta, Sem Rosca, de 3"", Crc 680 N, Para Cabeamento Subterraneo (NBR 15715)";PLASTIBRAS;m;7,7;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39248;"Eletroduto/Duto Pead Flexivel Parede Simples, Corrugacao Helicoidal, Cor Preta, Sem Rosca, de 4"", Crc 680 N, Para Cabeamento Subterraneo (NBR 15715)";-;m;10,74;dez/24;SINAPI 2024
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Emenda Para Eletroduto Corrugado Flexível Reforçado Laranja Ø1 1/2""";PLASTIBRAS;un.;;;-
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Emenda Para Eletroduto Corrugado Flexível Tipo Pead Ø1 1/4""";PLASTIBRAS;un.;;;-
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Emenda Para Eletroduto Corrugado Flexível Tipo Pead Ø2""";PLASTIBRAS;un.;;;-
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Emenda Para Eletroduto Corrugado Flexível Tipo Pead Ø3""";PLASTIBRAS;un.;;;-
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Emenda Para Eletroduto Corrugado Flexível Tipo Pead Ø5""";PLASTIBRAS;un.;;;-
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Emenda Para Eletroduto Rígido Galvanizado - Ø1 1/2""";-;un.;;;-
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Junção Para Eletroduto de Ferro Galvanizado 3/4"" (Unidut Reto Para Eletroduto de Ferro Galvanizado)";-;un.;;;-
CA BT;ELETRODUTO;1904;Luva de Pressao, em PVC, de 20 mm, Para Eletroduto Flexivel;-;un.;1,05;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1899;Luva de Pressao, em PVC, de 25 mm, Para Eletroduto Flexivel;-;un.;1,19;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1900;Luva de Pressao, em PVC, de 32 mm, Para Eletroduto Flexivel;-;un.;1,92;dez/24;SINAPI 2024
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Branco 1""";INFRA ELETROCALHAS;un.;3,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Branco 3/4""";INFRA ELETROCALHAS;un.;2,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Cinza 1""";INFRA ELETROCALHAS;un.;3,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Cinza 1/2""";INFRA ELETROCALHAS;un.;2,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Cinza 3/4""";INFRA ELETROCALHAS;un.;2,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Preto 1""";INFRA ELETROCALHAS;un.;1,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Preto 1.1/2""";INFRA ELETROCALHAS;un.;3,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Preto 1.1/4""";INFRA ELETROCALHAS;un.;3,2;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Preto 1/2""";INFRA ELETROCALHAS;un.;1,2;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Preto 2""";INFRA ELETROCALHAS;un.;4,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Preto 2.1/2""";INFRA ELETROCALHAS;un.;13,6;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Preto 3""";INFRA ELETROCALHAS;un.;15,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Preto 3/4""";INFRA ELETROCALHAS;un.;1,4;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Preto 4""";INFRA ELETROCALHAS;un.;21,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Vermelho 1""";INFRA ELETROCALHAS;un.;3,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Luva Eletroduto de PVC Vermelho 3/4""";INFRA ELETROCALHAS;un.;2,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;1893;"Luva em PVC Rigido Roscavel, de 1 1/2"", Para Eletroduto";-;un.;3,95;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1902;"Luva em PVC Rigido Roscavel, de 1 1/4"", Para Eletroduto";-;un.;2,87;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1892;"Luva em PVC Rigido Roscavel, de 1"", Para Eletroduto";-;un.;1,85;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1901;"Luva em PVC Rigido Roscavel, de 1/2"", Para Eletroduto";-;un.;0,9;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1907;"Luva em PVC Rigido Roscavel, de 2 1/2"", Para Eletroduto";-;un.;12,72;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1894;"Luva em PVC Rigido Roscavel, de 2"", Para Eletroduto";-;un.;5,72;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1896;"Luva em PVC Rigido Roscavel, de 3"", Para Eletroduto";-;un.;17,08;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1891;"Luva em PVC Rigido Roscavel, de 3/4"", Para Eletroduto";-;un.;1,33;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1895;"Luva em PVC Rigido Roscavel, de 4"", Para Eletroduto";-;un.;30,02;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2641;"Luva Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 100 mm (4"")";-;un.;43,46;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2636;"Luva Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 15 mm (1/2"")";-;un.;2,8;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2637;"Luva Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 20 mm (3/4"")";-;un.;2,98;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2638;"Luva Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 25 mm (1"")";-;un.;3,46;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2639;"Luva Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 32 mm (1 1/4"")";-;un.;6,14;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2644;"Luva Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 40 mm (1 1/2"")";-;un.;8,89;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2640;"Luva Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 65 mm (2 1/2"")";-;un.;18,09;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2642;"Luva Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 80 mm (3"")";-;un.;27,54;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2643;"Luva Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca,Diametro de 50 mm (2"")";-;un.;12,39;dez/24;SINAPI 2024
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Saída Horizontal Galvanizada Para Eletroduto - 1/2""";INECEL;un.;2,73;07/01/2026;https://www.eletrotrafo.com.br/eletrocalha-galv-38x38-saida-horizontal-p-eletroduto-1-2--bd-2051-1-19820014/p?skuId=17888
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Saída Horizontal Galvanizada Para Eletroduto - 3/4""";INECEL;un.;2,45;07/01/2026;https://www.eletrotrafo.com.br/eletrocalha-galv-38x38-saida-horizontal-p-eletroduto-1-2--bd-2051-1-19820014/p?skuId=17888
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Saída Horizontal Galvanizada Para Eletroduto - 4""";INECEL;un.;16,16;07/01/2026;https://www.eletrotrafo.com.br/eletrocalha-galv-38x38-saida-horizontal-p-eletroduto-1-2--bd-2051-1-19820014/p?skuId=17888
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Saída Simples Para Eletroduto - 1""";INECEL;un.;2,98;07/01/2026;https://www.eletrotrafo.com.br/eletrocalha-galv-38x38-saida-simples-p-eletroduto-1--19820057/p?skuId=16509
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Saída Simples Para Eletroduto - 3/4""";INECEL;un.;2,45;07/01/2026;https://www.eletrotrafo.com.br/eletrocalha-galv-38x38-saida-simples-p-eletroduto-1--19820057/p?skuId=16509
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Saída Vertical Galvanizada Para Eletroduto - 1""";INECEL;un.;5,42;07/01/2026;https://www.eletrotrafo.com.br/eletrocalha-galv-38x38-saida-vertical-p-eletroduto-3-4--05050116/p?skuId=18622
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Saída Vertical Galvanizada Para Eletroduto - 1.1/4""";INECEL;un.;6,31;07/01/2026;https://www.eletrotrafo.com.br/eletrocalha-galv-38x38-saida-vertical-p-eletroduto-3-4--05050116/p?skuId=18622
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Saída Vertical Galvanizada Para Eletroduto - 2""";INECEL;un.;12,96;07/01/2026;https://www.eletrotrafo.com.br/eletrocalha-galv-38x38-saida-vertical-p-eletroduto-3-4--05050116/p?skuId=18622
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Saída Vertical Galvanizada Para Eletroduto - 3/4""";INECEL;un.;2,39;07/01/2026;https://www.eletrotrafo.com.br/eletrocalha-galv-38x38-saida-vertical-p-eletroduto-3-4--05050116/p?skuId=18622
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Tampa Com Saída Para Eletroduto Ø1 1/2"" Para Eletrocalha 200mm X 100mm";-;un.;;;-
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Cônico de Pressão em Alumínio Ø1""";TRAMONTINA;un.;4,38;12/01/2026;https://www.lojaeletrica.com.br/unidut-aluminio-press-o-conico-parafuso-1-56126-023-tramontina.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Cônico de Pressão em Alumínio Ø1.1/2""";TRAMONTINA;un.;9,31;12/01/2026;https://www.lojaeletrica.com.br/unidut-aluminio-press-o-conico-parafuso-1-1-2-56126-025-tramontina.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Cônico de Pressão em Alumínio Ø1.1/4""";TRAMONTINA;un.;7,94;12/01/2026;https://www.lojaeletrica.com.br/unidut-aluminio-press-o-conico-parafuso-1-1-4-56126-024-tramontina.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Cônico de Pressão em Alumínio Ø1/2""";TRAMONTINA;un.;3,38;12/01/2026;https://www.lojaeletrica.com.br/unidut-aluminio-press-o-conico-parafuso-1-2-56126-021-tramontina.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Cônico de Pressão em Alumínio Ø2""";TRAMONTINA;un.;13,04;12/01/2026;https://www.lojaeletrica.com.br/unidut-aluminio-press-o-conico-parafuso-2-56126-026-tramontina.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Cônico de Pressão em Alumínio Ø2.1/2""";TRAMONTINA;un.;38,41;12/01/2026;https://www.lojaeletrica.com.br/unidut-aluminio-press-o-conico-parafuso-2-1-2-56126-007-tramontina.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Cônico de Pressão em Alumínio Ø3""";TRAMONTINA;un.;50,24;12/01/2026;https://www.lojaeletrica.com.br/unidut-aluminio-press-o-conico-parafuso-3-56126-008-tramontina.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Cônico de Pressão em Alumínio Ø3/4""";TRAMONTINA;un.;3,33;12/01/2026;https://www.lojaeletrica.com.br/unidut-aluminio-press-o-conico-parafuso-3-4-56126-022-tramontina.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Cônico de Pressão em Alumínio Ø4""";TRAMONTINA;un.;67,54;12/01/2026;https://www.lojaeletrica.com.br/unidut-aluminio-press-o-conico-parafuso-4-56126-010-tramontina.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Curvo de Pressão em Alumínio Ø1""";DAISA;un.;18,36;12/01/2026;https://www.lojaeletrica.com.br/unilet-aluminio-press-o-curvo-com-janela-ul100-1-daisa.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Curvo de Pressão em Alumínio Ø1/2""";DAISA;un.;9,83;12/01/2026;https://www.lojaeletrica.com.br/unilet-aluminio-press-o-curvo-com-janela-ul012-1-2-daisa.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Curvo de Pressão em Alumínio Ø3/4""";DAISA;un.;13,14;12/01/2026;https://www.lojaeletrica.com.br/unilet-aluminio-press-o-curvo-com-janela-ul034-3-4-daisa.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Reto Alumínio (Luva Sem Rosca) 1""";INFRA ELETROCALHAS;un.;4,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Reto Alumínio (Luva Sem Rosca) 1.1/2""";INFRA ELETROCALHAS;un.;11,85;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Reto Alumínio (Luva Sem Rosca) 1.1/4""";INFRA ELETROCALHAS;un.;9,2;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Reto Alumínio (Luva Sem Rosca) 1/2""";INFRA ELETROCALHAS;un.;3,15;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Reto Alumínio (Luva Sem Rosca) 2""";INFRA ELETROCALHAS;un.;16,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Reto Alumínio (Luva Sem Rosca) 2.1/2""";INFRA ELETROCALHAS;un.;32,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Reto Alumínio (Luva Sem Rosca) 3""";INFRA ELETROCALHAS;un.;35;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Reto Alumínio (Luva Sem Rosca) 3/4""";INFRA ELETROCALHAS;un.;2,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Unidut Reto Alumínio (Luva Sem Rosca) 4""";INFRA ELETROCALHAS;un.;49,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;FITA;44397;Fita / Cinta Autoadesiva Elastomerica Para Vedacao, L= 50 mm, E = 3 mm;-;m;2,56;dez/24;SINAPI 2024
CA BT;FITA;406;Fita Aco Inox Para Cintar Poste, L = 19 mm, E = 0,5 mm (Rolo de 30M);-;un.;77,11;dez/24;SINAPI 2024
CA BT;FITA;20111;Fita Isolante Adesiva Antichama, Uso Ate 750 V, em Rolo de 19 mm X 20 M;-;un.;10,25;dez/24;SINAPI 2024
CA BT;FITA;21127;Fita Isolante Adesiva Antichama, Uso Ate 750 V, em Rolo de 19 mm X 5 M;-;un.;3,87;dez/24;SINAPI 2024
CA BT;FITA;404;Fita Isolante de Borracha Autofusao, Uso Ate 69 kV (Alta Tensao), Largura de 19 mm;-;m;1,39;dez/24;SINAPI 2024
CA BT;FITA;14153;Fita Metalica Perfurada, L = *18* mm, Rolo de 30 m, Carga Recomendada = *30* kgf;-;un.;60,92;dez/24;SINAPI 2024
CA BT;FITA;14152;Fita Metalica Perfurada, L = 17 mm, Rolo de 30 m, Carga Recomendada = *19* kgf;-;un.;46,76;dez/24;SINAPI 2024
CA BT;FITA;14154;Fita Metalica Perfurada, L = 25 mm, Rolo de 30 m, Carga Recomendada = *222,5* kgf;-;un.;163,69;dez/24;SINAPI 2024
CA BT;FUSIVEL;12344;Fusivel Diazed 20 a Tamanho DII, Capacidade de Interrupcao de 50 kA em Vca e 8 kA em Vcc, Tensao Nominal de 500 V;-;un.;4,49;dez/24;SINAPI 2024
CA BT;FUSIVEL;12343;Fusivel Diazed 35 a Tamanho DIII, Capacidade de Interrupcao de 50 kA em Vca e 8 kA em Vcc, Tensao Nominal de 500 V;-;un.;6,96;dez/24;SINAPI 2024
CA BT;FUSIVEL;3295;Fusivel Nh *36* a 80 Amperes, Tamanho 00, Capacidade de Interrupcao de 120 kA, Tensao Nominal de 500 V;-;un.;24,33;dez/24;SINAPI 2024
CA BT;FUSIVEL;3302;Fusivel Nh 100 a Tamanho 00, Capacidade de Interrupcao de 120 kA, Tensao Nominal de 500 V;-;un.;25,44;dez/24;SINAPI 2024
